Report Number,Report Date,Occur Date,Occur Time,Possible Date,Possible Time,Beat,Apartment Office Prefix,Apartment Number,Location,Shift Occurence,Location Type,UCR Literal,UCR #,IBR Code,Neighborhood,NPU,Latitude,Longitude
193471697,12/13/2019,12/13/2019,700,12/13/2019,1650,211,APT,4202,2323 PIEDMONT RD NE,Day Watch,26,BURGLARY-RESIDENCE,511,2202,Lindbergh/Morosgo,B,33.81825,-84.36695
193471851,12/13/2019,12/13/2019,253,12/13/2019,545,211,APT,2210,2323 PIEDMONT RD NE,Evening Watch,20,BURGLARY-RESIDENCE,511,2202,Lindbergh/Morosgo,B,33.81825,-84.36695
193472476,12/13/2019,12/13/2019,1030,12/13/2019,2300,411,,906,3252 VERDANT DR SW,Morning Watch,,BURGLARY-RESIDENCE,511,2202,Greenbriar,R,33.68299,-84.49595
193471215,12/13/2019,12/13/2019,145,12/13/2019,400,610,,,1460 MEMORIAL DR SE,Day Watch,13,LARCENY-FROM VEHICLE,650,2304,Kirkwood,O,33.74828,-84.33965
193470091,12/13/2019,12/13/2019,33,12/13/2019,33,405,,,3050 MARTIN L KING JR DR SW,Morning Watch,12,BURGLARY-NONRES,512,2203,Harland Terrace,I,33.75177,-84.4857
193470555,12/13/2019,12/12/2019,1700,12/13/2019,700,204,,,1483 CHATTAHOOCHEE AVE NW,Unknown,5,BURGLARY-NONRES,512,2203,Underwood Hills,D,33.80892,-84.43561
193470622,12/13/2019,12/13/2019,210,12/13/2019,841,508,,,85 POPLAR ST NW,Evening Watch,21,BURGLARY-NONRES,512,2203,Downtown,M,33.75691,-84.39003
193471301,12/13/2019,12/13/2019,1400,12/13/2019,1411,403,,,1401 GRAYMONT DR SW,Evening Watch,20,AGG ASSAULT,430,1315,Venetian Hills,S,33.71596,-84.43682
193472497,12/13/2019,12/13/2019,2330,12/13/2019,2345,409,,,2191 CAMPBELLTON RD SW,Morning Watch,99,AGG ASSAULT,430,1315,Adams Park,R,33.70578,-84.46017
193470674,12/13/2019,12/13/2019,900,12/13/2019,918,504,,301,584 MCAFEE ST NW,Day Watch,26,AGG ASSAULT,410,1314,Downtown,M,33.76763,-84.39482
193471081,12/13/2019,12/13/2019,1220,12/13/2019,1225,401,,,632 PEEPLES ST SW,Day Watch,13,AGG ASSAULT,410,1314,West End,T,33.73763,-84.42025
193471436,12/13/2019,12/13/2019,1613,12/13/2019,1614,109,,,800 HALL ST NW,Evening Watch,13,AGG ASSAULT,410,1314,Center Hill,J,33.77693,-84.46616
193471837,12/13/2019,12/13/2019,1800,12/13/2019,1800,404,,,1684 STOKES AVE SW,Evening Watch,20,AGG ASSAULT,410,1314,Westview,T,33.74073,-84.44285
193472154,12/13/2019,12/13/2019,2020,12/13/2019,2031,402,,2,987 DIMMOCK ST SW,Evening Watch,26,AGG ASSAULT,410,1314,Oakland City,S,33.72726,-84.4198
193470377,12/13/2019,12/13/2019,444,12/13/2019,444,310,,,180 POLAR ROCK RD SW,Morning Watch,20,AGG ASSAULT,440,1399,Polar Rock,Z,33.69578,-84.39429
193471048,12/13/2019,11/22/2019,1200,12/8/2019,1200,611,,,416 ALLENDALE DR SE,Day Watch,20,BURGLARY-RESIDENCE,521,2204,East Lake,O,33.74123,-84.29485
193471140,12/13/2019,12/12/2019,1700,12/13/2019,900,112,,,369 WATERFORD RD NW,Evening Watch,20,BURGLARY-RESIDENCE,521,2204,Collier Heights,I,33.76525,-84.48115
193471552,12/13/2019,12/9/2019,550,12/9/2019,1430,605,,,498 KENDRICK AVE SE,Evening Watch,,BURGLARY-RESIDENCE,521,2204,Grant Park,W,33.72946,-84.37114
193480150,12/14/2019,12/13/2019,1005,12/13/2019,2350,103,,4101,1040 HUFF RD NW,Morning Watch,26,BURGLARY-RESIDENCE,521,2204,Blandtown,D,33.78949,-84.42125
193480284,12/14/2019,12/14/2019,300,12/14/2019,302,503,,,100 10TH ST NW,Morning Watch,18,AGG ASSAULT,410,1314,Midtown,E,33.78095,-84.39033
193480374,12/14/2019,12/14/2019,430,12/14/2019,438,512,,,180 TED TURNER DR SW,Morning Watch,13,AGG ASSAULT,410,1314,Downtown,M,33.74958,-84.39736
193481242,12/14/2019,12/14/2019,1425,12/14/2019,1446,611,,,1520 FOREST LAKES AVE SE,Evening Watch,20,AGG ASSAULT,410,1314,The Villages at East Lake,O,33.74459,-84.3127
193481933,12/14/2019,12/14/2019,2020,12/14/2019,2022,206,,,11 PEACHTREE AVE NE,Evening Watch,20,AGG ASSAULT,410,1314,Garden Hills,B,33.83458,-84.3809
193482181,12/14/2019,12/14/2019,2234,12/14/2019,2244,307,,,1614 ARTHUR LANGFORD JR PL SW,Morning Watch,31,AGG ASSAULT,410,1314,Joyland,Y,33.71025,-84.39769
193481088,12/14/2019,12/14/2019,1300,12/14/2019,1331,311,,,532 CLEVELAND AVE SW,Day Watch,26,AGG ASSAULT,420,1315K,Hammond Park,X,33.67941,-84.40569
193481161,12/14/2019,12/14/2019,1400,12/14/2019,1417,303,,,108 ALICE ST SW,Unknown,13,AGG ASSAULT,430,1315,Mechanicsville,V,33.74259,-84.39262
193481230,12/14/2019,12/14/2019,1200,12/14/2019,1200,302,,,1080 IRA ST SW,Evening Watch,20,AGG ASSAULT,430,1315,Pittsburgh,V,33.72541,-84.39979
193481804,12/14/2019,12/14/2019,1650,12/14/2019,2014,501,,3C13,680 14TH ST NW,Evening Watch,,BURGLARY-NONRES,512,2203,Home Park,E,33.78553,-84.40954
193480814,12/14/2019,12/13/2019,2000,12/14/2019,1100,501,,,1380 ATLANTIC DR NW @PUBLIX - ATLANTIC,Morning Watch,18,LARCENY-FROM VEHICLE,650,2304,Atlantic Station,E,33.79282,-84.39779
193481236,12/14/2019,12/13/2019,1200,12/14/2019,1453,601,,,822 N HIGHLAND AVE NE,Evening Watch,18,LARCENY-FROM VEHICLE,650,2304,Virginia Highland,F,33.77702,-84.35269
193481169,12/14/2019,12/13/2019,1300,12/14/2019,1400,308,,339,930 NEW TOWN CIR SE,Evening Watch,26,BURGLARY-RESIDENCE,511,2202,Thomasville Heights,Z,33.7084,-84.35933
193481590,12/14/2019,12/14/2019,1750,12/14/2019,1750,104,,,1021 FAIR ST SW,Evening Watch,20,BURGLARY-RESIDENCE,511,2202,Ashview Heights,T,33.74929,-84.4213
193481766,12/14/2019,12/14/2019,1910,12/14/2019,1914,612,,,1775 GLENAIRE CT SE,Evening Watch,20,BURGLARY-RESIDENCE,511,2202,East Atlanta,W,33.7385,-84.32968
193480013,12/14/2019,12/13/2019,2130,12/14/2019,0,605,,,1039 GRANT ST SE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Grant Park,W,33.72548,-84.37731
193480070,12/14/2019,12/13/2019,40,12/14/2019,100,208,,,3242 PEACHTREE RD NE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Buckhead Forest,B,33.84425,-84.37311
193480079,12/14/2019,12/14/2019,0,12/14/2019,39,108,3,,2423 MARTIN L KING JR DR NW,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Florida Heights,I,33.75183,-84.46623
193480105,12/14/2019,12/14/2019,15,12/14/2019,50,512,,,228 GARNETT ST SW,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.74947,-84.39629
193480339,12/14/2019,12/13/2019,2347,12/14/2019,238,504,,,248 HUNNICUTT ST NW,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76655,-84.39535
193480595,12/14/2019,12/13/2019,2330,12/14/2019,830,211,,,2212 STEPHEN LONG DR NE,Morning Watch,20,LARCENY-FROM VEHICLE,640,2305,Peachtree Hills,B,33.81532,-84.38259
193480619,12/14/2019,12/13/2019,2330,12/14/2019,730,608,,1,1335 BENNING PL NE,Day Watch,20,LARCENY-FROM VEHICLE,640,2305,Candler Park,N,33.76851,-84.34358
193480815,12/14/2019,12/14/2019,800,12/14/2019,1100,503,,,930 JUNIPER ST NE,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.78,-84.38272
193480902,12/14/2019,12/13/2019,2200,12/14/2019,0,414,,410,3755 CARMIA DR SW,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Princeton Lakes,P,33.6569,-84.51004
193480904,12/14/2019,12/14/2019,1030,12/14/2019,1130,205,,,1962 HOWELL MILL RD NW,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Wildwood (NPU-C),C,33.80831,-84.41287
193480923,12/14/2019,12/10/2019,700,12/10/2019,1830,313,,,367 MACEDONIA RD SE,Day Watch,20,LARCENY-FROM VEHICLE,640,2305,Blair Villa/Poole Creek,Z,33.66379,-84.37836
193480940,12/14/2019,12/14/2019,1100,12/14/2019,1207,202,,,135 CHASTAIN PARK AVE NW @CHASTAIN PARK,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Chastain Park,A,33.87674,-84.3913
193481032,12/14/2019,12/14/2019,1200,12/14/2019,1245,109,,,964 HOLLYWOOD RD NW,Day Watch,13,LARCENY-FROM VEHICLE,640,2305,Grove Park,J,33.78126,-84.45613
193481069,12/14/2019,12/14/2019,1200,12/14/2019,1230,510,,,101 AUBURN AVE NE,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.75547,-84.38396
193481155,12/14/2019,12/14/2019,1410,12/14/2019,1414,103,,,2429 BOLTON RD NW,Evening Watch,23,LARCENY-FROM VEHICLE,640,2305,Bolton,D,33.82065,-84.45537
193481353,12/14/2019,12/14/2019,1345,12/14/2019,1645,411,,,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Greenbriar,R,33.68845,-84.49328
193481400,12/14/2019,12/13/2019,1700,12/14/2019,0,208,,,3376 PEACHTREE RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,North Buckhead,B,33.84934,-84.3664
193481528,12/14/2019,12/14/2019,1700,12/14/2019,1800,509,,,529 PEACHTREE ST NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76896,-84.38487
193481639,12/14/2019,12/14/2019,1708,12/14/2019,1810,505,,,895 PEACHTREE ST NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.77911,-84.38414
193481662,12/14/2019,12/14/2019,1800,12/14/2019,1828,508,,,127 ANDREW YOUNG INTERNATIONAL BLVD NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.75972,-84.39056
193481706,12/14/2019,12/14/2019,1750,12/14/2019,1810,206,,,55 PHARR RD NW,Evening Watch,26,LARCENY-FROM VEHICLE,640,2305,Peachtree Heights West,B,33.83726,-84.38393
193481759,12/14/2019,12/14/2019,1845,12/14/2019,1915,211,,,764 MIAMI CIR NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Lindbergh/Morosgo,B,33.83188,-84.36198
193481840,12/14/2019,12/14/2019,1815,12/14/2019,1936,501,,,1016 HOWELLMILL RD NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Home Park,E,33.78183,-84.41244
193481908,12/14/2019,12/14/2019,1815,12/14/2019,1930,207,,,1812 PEACHTREE ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Ardmore,E,33.80426,-84.39375
193481919,12/14/2019,12/14/2019,1830,12/14/2019,2015,613,,,550 AMSTERDAM AVE NE @RED CHAIR,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Morningside/Lenox Park,F,33.78858,-84.36891
193481946,12/14/2019,12/14/2019,820,12/14/2019,2025,509,,,207 PEACHTREE CENTER AVE NE ,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76097,-84.38604
193481972,12/14/2019,12/14/2019,2000,12/14/2019,2045,209,,,4429 ROSWELL RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,North Buckhead,B,33.87622,-84.38013
193482047,12/14/2019,12/14/2019,2100,12/14/2019,2300,501,,,1088 MCMILLAN ST NW ,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Home Park,E,33.78453,-84.40424
193482048,12/14/2019,12/13/2019,2200,12/14/2019,100,207,,,1968 PEACHTREE RD NW @PIEDMONT HOSPITAL,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,,E,33.80881,-84.3951
193482126,12/14/2019,12/14/2019,2030,12/14/2019,2200,604,,,400 CHAMBERLAIN ST SE,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Sweet Auburn,M,33.75388,-84.37419
193482144,12/14/2019,12/14/2019,1913,12/14/2019,2213,505,,,731 PEACHTREE ST NE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.77454,-84.3839
193482260,12/14/2019,12/13/2019,830,12/14/2019,2300,306,,,1835 SYLVAN RIDGE DR SW,Day Watch,13,LARCENY-FROM VEHICLE,640,2305,Sylvan Hills,X,33.70467,-84.42145
193482270,12/14/2019,12/14/2019,1830,12/14/2019,2319,507,,,380 NELSON ST SW,Evening Watch,13,LARCENY-FROM VEHICLE,640,2305,Castleberry Hill,M,33.75105,-84.39999
193482278,12/14/2019,12/14/2019,2000,12/14/2019,2320,110,,,1903 DREW DR NW @APS WESTSIDE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,West Highlands,G,33.79346,-84.45106
193482303,12/14/2019,12/14/2019,1930,12/14/2019,2338,507,,,504 FAIR ST,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Castleberry Hill,M,33.74848,-84.40423
193482348,12/14/2019,12/14/2019,2100,12/14/2019,2330,504,,,288 MILLS ST NW,Morning Watch,99,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76494,-84.39578
193482289,12/14/2019,12/14/2019,1106,12/14/2019,1116,208,,,3380 PEACHTREE RD NE,Morning Watch,,ROBBERY-PEDESTRIAN,311,1204,North Buckhead,B,33.84969,-84.36617
193480884,12/14/2019,12/14/2019,1144,12/14/2019,1144,302,,2,772 BENDER ST SW,Day Watch,26,ROBBERY-RESIDENCE,345,1209,Pittsburgh,V,33.73376,-84.40626
193480157,12/14/2019,12/13/2019,2230,12/14/2019,55,503,,,33 PEACHTREE PL NW,Morning Watch,13,AUTO THEFT,710,2404,Midtown,E,33.78072,-84.38841
193480486,12/14/2019,12/14/2019,100,12/14/2019,700,205,,,1818 MEREDITH DR NW,Day Watch,18,AUTO THEFT,710,2404,Collier Hills,C,33.80461,-84.40444
193480743,12/14/2019,12/14/2019,950,12/14/2019,958,204,,,1742 HOWELL MILL RD NW,Day Watch,18,AUTO THEFT,710,2404,Underwood Hills,D,33.80151,-84.41587
193480759,12/14/2019,12/13/2019,1745,12/14/2019,1038,505,,,660 PEACHTREE ST NE,Day Watch,13,AUTO THEFT,710,2404,Midtown,E,33.77262,-84.38504
193480974,12/14/2019,12/14/2019,1150,12/14/2019,1224,501,,,1380 ATLANTIC DR NW @PUBLIX - ATLANTIC,Day Watch,18,AUTO THEFT,710,2404,Atlantic Station,E,33.79282,-84.39779
193481084,12/14/2019,12/13/2019,2210,12/14/2019,1200,211,,1134,741 MOROSGO DR NE,Morning Watch,18,AUTO THEFT,710,2404,Lindbergh/Morosgo,B,33.82296,-84.36346
193481090,12/14/2019,12/14/2019,1333,12/14/2019,1333,107,,,2024 BAKER RD NW,Day Watch,99,AUTO THEFT,710,2404,Grove Park,J,33.76967,-84.4533
193481248,12/14/2019,12/14/2019,1459,12/14/2019,1459,205,,,1892 HOWELL MILL RD NW,Evening Watch,23,AUTO THEFT,710,2404,Wildwood (NPU-C),C,33.80673,-84.41316
193481822,12/14/2019,12/14/2019,1815,12/14/2019,1930,113,,1014,1620 HOLLYWOOD RD NW,Evening Watch,,AUTO THEFT,710,2404,Scotts Crossing,G,33.79988,-84.47023
193482004,12/14/2019,12/14/2019,2000,12/15/2019,2339,208,,,3434 PEACHTREE RD NE @RITZ CARLTON HOTEL,Morning Watch,18,AUTO THEFT,710,2404,North Buckhead,B,33.85037,-84.3634
193480627,12/14/2019,12/13/2019,1830,12/13/2019,2000,210,,,3393 PEACHTREE RD NE @LENOX MALL,Evening Watch,8,LARCENY-NON VEHICLE,690,2399,Lenox,B,33.84676,-84.36212
193480705,12/14/2019,12/12/2019,1230,12/12/2019,2020,414,,9110,3725 PRINCETON LAKES PKWY SW,Evening Watch,18,LARCENY-NON VEHICLE,690,2399,Princeton Lakes,P,33.65777,-84.50877
193480897,12/14/2019,12/14/2019,1120,12/14/2019,1149,106,,,1015 DONALD LEE HOLLOWELL PKWY NW,Day Watch,6,LARCENY-NON VEHICLE,690,2399,Bankhead,K,33.77349,-84.42074
193482122,12/14/2019,12/13/2019,2000,12/13/2019,2100,410,,L-003,CAMBELLTON RD SW @ BENT CREEK WAY SW     ,Evening Watch,13,LARCENY-NON VEHICLE,690,2399,Campbellton Road,R,33.70087,-84.46574
193482169,12/14/2019,12/14/2019,2225,12/15/2019,2231,413,,,3768 PORTSMOUTH WAY SW,Morning Watch,20,LARCENY-NON VEHICLE,690,2399,,P,33.68216,-84.50999
193480101,12/14/2019,12/14/2019,53,12/14/2019,53,510,,,209 PEACHTREE ST NE,Morning Watch,21,LARCENY-NON VEHICLE,670,2308,Downtown,M,33.75951,-84.38748
193480653,12/14/2019,12/11/2019,1200,12/14/2019,2100,109,,,619 CENTER HILL AVE NW,Day Watch,20,LARCENY-NON VEHICLE,670,2308,Center Hill,J,33.77192,-84.46399
193481016,12/14/2019,12/9/2019,1000,12/9/2019,2200,609,,,1235 CAROLINE ST NE,Day Watch,24,LARCENY-NON VEHICLE,630,2303,Edgewood,O,33.75789,-84.34797
193481056,12/14/2019,12/14/2019,1300,12/14/2019,1314,405,,,3050 MARTIN L KING JR DR SW,Day Watch,24,LARCENY-NON VEHICLE,630,2303,Harland Terrace,I,33.75177,-84.4857
193481312,12/14/2019,12/14/2019,1520,12/14/2019,1525,211,,,2539 PIEDMONT RD NE @TARGET - PIEDMONT,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Lindbergh/Morosgo,B,33.82403,-84.36328
193481589,12/14/2019,12/14/2019,1700,12/14/2019,1800,211,,,2539 PIEDMONT RD NE @TARGET - PIEDMONT,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Lindbergh/Morosgo,B,33.82403,-84.36328
193481650,12/14/2019,12/14/2019,1810,12/14/2019,1815,510,,,25 PEACHTREE ST SE,Evening Watch,24,LARCENY-NON VEHICLE,630,2303,Downtown,M,33.75445,-84.38954
193481715,12/14/2019,12/14/2019,1845,12/14/2019,1852,609,,,1275 CAROLINE ST NE @TARGET - CAROLINE,Evening Watch,12,LARCENY-NON VEHICLE,630,2303,Edgewood,O,33.75674,-84.34619
193481914,12/14/2019,12/14/2019,2010,12/14/2019,2017,614,,,931 MONROE DR NE @BELTLINE BUSINESS,Evening Watch,24,LARCENY-NON VEHICLE,630,2303,Midtown,E,33.77909,-84.36717
193480757,12/14/2019,12/14/2019,1015,12/14/2019,1030,405,,,3050 MARTIN L KING JR DRIVE SW,Day Watch,12,LARCENY-NON VEHICLE,630,2303,Harland Terrace,I,33.75177,-84.4857
193480880,12/14/2019,12/14/2019,1100,12/14/2019,1150,102,,,835 MARTIN L KING JR DR NW,Day Watch,8,LARCENY-NON VEHICLE,630,2303,Vine City,L,33.75504,-84.41457
193480936,12/14/2019,12/14/2019,1200,12/14/2019,1245,609,,,1275 CAROLINE ST NE @TARGET - CAROLINE,Day Watch,8,LARCENY-NON VEHICLE,630,2303,Edgewood,O,33.75674,-84.34619
193480610,12/14/2019,12/13/2019,2300,12/14/2019,908,111,,,3561 MARTIN L KING JR DR NW,Day Watch,21,BURGLARY-NONRES,532,2203A,Adamsville,H,33.75893,-84.50409
193490515,12/15/2019,12/15/2019,750,12/15/2019,753,405,,,3050 MARTIN L KING JR DR SW,Day Watch,12,LARCENY-NON VEHICLE,630,2303,Harland Terrace,I,33.75177,-84.4857
193490610,12/15/2019,12/15/2019,930,12/15/2019,938,502,,,1184 SPRING ST NW,Day Watch,12,LARCENY-NON VEHICLE,630,2303,Midtown,E,33.78697,-84.38959
193490681,12/15/2019,12/15/2019,1000,12/15/2019,1035,407,,,3330 MARTIN L KING JR DR SW,Day Watch,23,LARCENY-NON VEHICLE,630,2303,Adamsville,H,33.75392,-84.49736
193490760,12/15/2019,12/15/2019,1100,12/15/2019,1125,211,,,2539 PIEDMONT RD NE,Day Watch,24,LARCENY-NON VEHICLE,630,2303,Lindbergh/Morosgo,B,33.82403,-84.36328
193491021,12/15/2019,12/15/2019,1322,12/15/2019,1325,211,,,2345 PEACHTREE RD NE,Evening Watch,99,LARCENY-NON VEHICLE,630,2303,Peachtree Hills,B,33.81878,-84.38861
193491082,12/15/2019,12/15/2019,1538,12/15/2019,1538,607,,,1241 MORELAND AVE SE @SUNSHINE PLAZA SC,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Woodland Hills,W,33.72055,-84.35045
193491203,12/15/2019,12/15/2019,1630,12/15/2019,1635,603,,,371 BOULEVARD NE,Evening Watch,,LARCENY-NON VEHICLE,630,2303,Old Fourth Ward,M,33.76454,-84.37155
193491256,12/15/2019,12/15/2019,1655,12/15/2019,1658,307,,,1885 JONESBORO RD SE,Evening Watch,23,LARCENY-NON VEHICLE,630,2303,Lakewood Heights,Y,33.7032,-84.37701
193491329,12/15/2019,12/15/2019,1740,12/15/2019,1746,210,,,3393 PEACHTREE RD NE,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Lenox,B,33.84676,-84.36212
193491418,12/15/2019,12/15/2019,1838,12/15/2019,1838,210,,,3393 PEACHTREE RD NE @LENOX MALL,Evening Watch,24,LARCENY-NON VEHICLE,630,2303,Lenox,B,33.84676,-84.36212
193491581,12/15/2019,12/15/2019,2020,12/15/2019,2025,210,,,3393 PEACHTREE RD NE @Multiple,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Lenox,B,33.84676,-84.36212
193491646,12/15/2019,12/15/2019,2113,12/15/2019,2125,212,,,2325 CHESHIRE BRIDGE RD NE @PUBLIX - CHESHIRE,Evening Watch,12,LARCENY-NON VEHICLE,630,2303,Lindridge/Martin Manor,F,33.81866,-84.34906
193491666,12/15/2019,12/15/2019,2100,12/15/2019,2200,301,,,902 DILL AVE SW,Evening Watch,24,LARCENY-NON VEHICLE,630,2303,Capitol View,X,33.71803,-84.41768
193490872,12/15/2019,10/27/2019,1315,12/15/2019,1315,612,,E301,2045 GRAHAM CIR SE,Unknown,26,LARCENY-NON VEHICLE,670,2308,,W,33.72702,-84.32212
193491347,12/15/2019,12/15/2019,1713,12/15/2019,1731,208,,,3398 PIEDMONT RD NE,Evening Watch,14,LARCENY-NON VEHICLE,670,2308,Buckhead Forest,B,33.84712,-84.37385
193491818,12/15/2019,12/15/2019,2100,12/15/2019,2130,104,,305,373 LEGACY DR SW,Evening Watch,,LARCENY-NON VEHICLE,670,2308,Harris Chiles,T,33.74387,-84.41937
193490637,12/15/2019,11/27/2019,900,11/27/2019,1700,209,,,3410 ALEXANDER RD NE,Day Watch,26,LARCENY-NON VEHICLE,690,2399,North Buckhead,B,33.85367,-84.36647
193490822,12/15/2019,12/6/2019,1832,12/6/2019,1900,612,,,1361 WILLOW PL SE,Day Watch,20,LARCENY-NON VEHICLE,690,2399,,,33.72661,-84.33472
193491186,12/15/2019,12/14/2019,1200,12/15/2019,1652,302,,B,1189 MCDANIEL ST SW,Evening Watch,20,LARCENY-NON VEHICLE,690,2399,Pittsburgh,V,33.72264,-84.40177
193491213,12/15/2019,12/14/2019,1830,12/14/2019,2130,210,,,3393 PEACHTREE RD NE @LENOX MALL,Evening Watch,99,LARCENY-NON VEHICLE,690,2399,Lenox,B,33.84676,-84.36212
193491244,12/15/2019,11/25/2019,0,12/15/2019,1700,403,,,1339 LYNFORD DR SW,Evening Watch,20,LARCENY-NON VEHICLE,690,2399,Oakland City,S,33.72351,-84.43172
193491250,12/15/2019,12/15/2019,1600,12/15/2019,1700,303,,,400 PRYOR ST SW,Evening Watch,99,LARCENY-NON VEHICLE,690,2399,Mechanicsville,V,33.74365,-84.39437
193491510,12/15/2019,12/15/2019,1820,12/15/2019,1825,206,,,273 BUCKHEAD AVE NE,Evening Watch,18,LARCENY-NON VEHICLE,690,2399,Buckhead Village,B,33.83794,-84.37854
193491651,12/15/2019,12/14/2019,230,12/14/2019,300,209,,,3771 ROSWELL RD NE @JOHNNY'S HIDEAWAY,Evening Watch,99,LARCENY-NON VEHICLE,690,2399,North Buckhead,B,33.8575,-84.38159
193490014,12/15/2019,12/15/2019,5,12/15/2019,5,410,,,2770 CAMPBELLTON RD SW,Morning Watch,18,AUTO THEFT,710,2404,Campbellton Road,R,33.70027,-84.47905
193490022,12/15/2019,12/14/2019,2215,12/15/2019,30,302,,,1093 WEST AVE SW,Morning Watch,18,AUTO THEFT,710,2404,Pittsburgh,V,33.72463,-84.39704
193490519,12/15/2019,12/14/2019,2200,12/15/2019,50,601,,,1098 LOS ANGELES AVE NE,Day Watch,13,AUTO THEFT,710,2404,Virginia Highland,F,33.78315,-84.35128
193490613,12/15/2019,12/15/2019,100,12/15/2019,915,607,,,1153 GRACEWOOD AVE SE,Day Watch,13,AUTO THEFT,710,2404,Ormewood Park,W,33.73263,-84.34997
193490678,12/15/2019,12/14/2019,1900,12/14/2019,1914,309,,,2685 METROPOLITAN PKWY SW,Day Watch,18,AUTO THEFT,710,2404,Perkerson,X,33.68274,-84.40902
193490917,12/15/2019,12/14/2019,800,12/15/2019,1349,412,,,3585 INGLEDALE DR SW,Morning Watch,,AUTO THEFT,710,2404,Heritage Valley,P,33.7054,-84.50387
193491001,12/15/2019,12/15/2019,1446,12/15/2019,1450,501,,,470 16TH ST NW,Evening Watch,18,AUTO THEFT,710,2404,Home Park,E,33.78764,-84.405
193491162,12/15/2019,12/15/2019,1620,12/15/2019,1624,401,,,832 RALPH D ABERNATHY BLVD SW,Evening Watch,13,AUTO THEFT,710,2404,West End,T,33.73778,-84.41506
193491366,12/15/2019,12/15/2019,1800,12/15/2019,1811,303,,,555 WHITEHALL ST SW,Evening Watch,13,AUTO THEFT,710,2404,Mechanicsville,V,33.74297,-84.40628
193491264,12/15/2019,12/15/2019,1712,12/15/2019,1712,105,973,17,973 DESOTO ST NW,Evening Watch,18,AUTO THEFT,730,2434,Washington Park,K,33.75755,-84.41956
193491639,12/15/2019,12/15/2019,1900,12/15/2019,2117,403,,,1191 OAKLAND LN,Evening Watch,13,ROBBERY-PEDESTRIAN,337,1299O,Oakland City,S,33.71965,-84.42716
193490058,12/15/2019,12/15/2019,23,12/15/2019,30,410,,,1935 ALISON CT SW @FRANCISCAN CLUB APT,Morning Watch,99,ROBBERY-PEDESTRIAN,311,1212,Fort Valley,R,33.70045,-84.45071
193490179,12/15/2019,12/15/2019,115,12/15/2019,125,206,,,2858 N HILLS DR NE,Morning Watch,18,ROBBERY-PEDESTRIAN,311,1212,Garden Hills,B,33.83269,-84.37234
193491571,12/15/2019,12/15/2019,2000,12/15/2019,2024,406,,,311 SCOTT ST SW,Evening Watch,26,ROBBERY-PEDESTRIAN,311,1204,,I,33.74901,-84.49482
193490013,12/15/2019,12/15/2019,3,12/15/2019,5,606,,,520 BOULEVARD SE,Morning Watch,9,ROBBERY-COMMERCIAL,312,1201,Grant Park,W,33.7407,-84.36764
193490074,12/15/2019,12/15/2019,29,12/15/2019,31,411,,,3065 HEADLAND DR SW,Morning Watch,,ROBBERY-COMMERCIAL,312,1201,Greenbriar,R,33.68999,-84.48861
193490038,12/15/2019,12/14/2019,1830,12/14/2019,2330,509,,5047,396 PIEDMONT AVE NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76526,-84.38216
