Report Number,Report Date,Occur Date,Occur Time,Possible Date,Possible Time,Beat,Apartment Office Prefix,Apartment Number,Location,Shift Occurence,Location Type,UCR Literal,UCR #,IBR Code,Neighborhood,NPU,Latitude,Longitude
193581779,12/24/2019,12/24/2019,2152,12/24/2019,2152,303,,,565 NORTHSIDE DR SW,Morning Watch,,AUTO THEFT,710,2404,Adair Park,V,33.73935,-84.40854
193581846,12/24/2019,12/24/2019,1900,12/24/2019,2329,613,,,750 AMSTERDAM AVE NE,Morning Watch,20,AUTO THEFT,710,2404,Morningside/Lenox Park,F,33.78782,-84.36254
193580927,12/24/2019,9/30/2019,1341,12/24/2019,1253,507,,,300 PETERS ST SW,Day Watch,24,AUTO THEFT,720,2424,Castleberry Hill,M,33.74651,-84.40219
193581036,12/24/2019,12/24/2019,1325,12/24/2019,1340,211,,1303,2323 PIEDMONT RD NE,Evening Watch,26,LARCENY-NON VEHICLE,690,2399,Lindbergh/Morosgo,B,33.81825,-84.36695
193581656,12/24/2019,12/24/2019,1500,12/24/2019,1500,212,,2105,2124 CHESHIRE BRIDGE RD NE,Evening Watch,18,LARCENY-NON VEHICLE,690,2399,Lindridge/Martin Manor,F,33.81307,-84.35424
193580698,12/24/2019,12/23/2019,1000,12/24/2019,900,210,,,3393 PEACHTREE RD NE @LENOX MALL,Evening Watch,99,LARCENY-NON VEHICLE,670,2308,Lenox,B,33.84676,-84.36212
193581374,12/24/2019,12/24/2019,1720,12/24/2019,1720,401,,,571 JOSEPH E LOWERY BLVD SW,Evening Watch,24,LARCENY-NON VEHICLE,670,2308,West End,T,33.73957,-84.4178
193580581,12/24/2019,12/24/2019,800,12/24/2019,904,609,,,1275 CAROLINE ST NE @TARGET - CAROLINE,Day Watch,12,LARCENY-NON VEHICLE,630,2303,Edgewood,O,33.75674,-84.34619
193580663,12/24/2019,12/24/2019,945,12/24/2019,1000,609,,,1275 CAROLINE ST NE @TARGET - CAROLINE,Day Watch,24,LARCENY-NON VEHICLE,630,2303,Edgewood,O,33.75674,-84.34619
193580684,12/24/2019,12/23/2019,2030,12/23/2019,2040,208,,,3495 BUCKHEAD LOOP NE,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,North Buckhead,B,33.85242,-84.36703
193580725,12/24/2019,12/24/2019,1020,12/24/2019,1046,210,,,3393 PEACHTREE RD NE @Multiple,Day Watch,7,LARCENY-NON VEHICLE,630,2303,Lenox,B,33.84676,-84.36212
193580947,12/24/2019,12/24/2019,1200,12/24/2019,1308,411,,,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,Day Watch,8,LARCENY-NON VEHICLE,630,2303,Greenbriar,R,33.68677,-84.49773
193581024,12/24/2019,12/24/2019,1300,12/24/2019,1330,210,,,3393 PEACHTREE RD NE @LENOX MALL,Unknown,8,LARCENY-NON VEHICLE,630,2303,Lenox,B,33.84676,-84.36212
193581410,12/24/2019,12/24/2019,1730,12/24/2019,1744,404,,,807 CASCADE AVE SW,Evening Watch,7,LARCENY-NON VEHICLE,630,2303,Cascade Avenue/Road,S,33.73323,-84.43795
193580505,12/24/2019,12/23/2019,1,12/24/2019,730,206,,505,400 PHARR RD NE,Morning Watch,20,BURGLARY-NONRES,532,2203A,Buckhead Village,B,33.8371,-84.3747
193590229,12/25/2019,12/25/2019,305,12/25/2019,307,407,,,3500 MARTIN L KING JR DR SW,Morning Watch,5,BURGLARY-NONRES,532,2203A,Adamsville,H,33.75735,-84.50282
193590105,12/25/2019,12/25/2019,105,12/25/2019,110,303,,,556 NORTHSIDE DR SW,Morning Watch,,LARCENY-NON VEHICLE,630,2303,Pittsburgh,V,33.74007,-84.40778
193590310,12/25/2019,12/25/2019,438,12/25/2019,445,307,,,1634 LAKEWOOD AVE SE,Morning Watch,7,LARCENY-NON VEHICLE,630,2303,Lakewood Heights,Y,33.70965,-84.37962
193590642,12/25/2019,12/25/2019,1255,12/25/2019,1300,403,,,1072 CASCADE AVE SW,Evening Watch,23,LARCENY-NON VEHICLE,630,2303,Cascade Avenue/Road,S,33.72605,-84.44581
193590749,12/25/2019,12/25/2019,1445,12/25/2019,1502,409,,RR,2237 CASCADE RD SW,Evening Watch,24,LARCENY-NON VEHICLE,630,2303,Cascade Avenue/Road,S,33.72251,-84.4615
193590766,12/25/2019,12/25/2019,1500,12/25/2019,1515,107,,,2045 DONALD LEE HOLLOWELL PKWY NW,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Grove Park,J,33.7774,-84.45214
193590426,12/25/2019,12/25/2019,831,12/25/2019,831,310,,1504,585 MCWILLIAMS RD SE,Day Watch,26,LARCENY-NON VEHICLE,690,2399,Browns Mill Park,Z,33.6887,-84.36924
193590036,12/25/2019,12/24/2019,2030,12/25/2019,21,211,,1225,741 MOROSGO DR NE,Morning Watch,18,AUTO THEFT,710,2404,Lindbergh/Morosgo,B,33.82296,-84.36346
193590125,12/25/2019,12/25/2019,123,12/25/2019,123,302,,,1093 WEST AVE SW,Morning Watch,18,AUTO THEFT,710,2404,Pittsburgh,V,33.72463,-84.39704
193590884,12/25/2019,12/25/2019,1707,12/25/2019,1727,401,,,844 RALPH D ABERNATHY BLVD SW,Evening Watch,99,AUTO THEFT,710,2404,West End,T,33.73793,-84.41552
193591163,12/25/2019,12/25/2019,2140,12/25/2019,2155,205,,,1892 HOWELL MILL RD NW,Evening Watch,23,AUTO THEFT,710,2404,Wildwood (NPU-C),C,33.80673,-84.41316
193591188,12/25/2019,12/24/2019,1800,12/25/2019,2200,604,,,69 HOWELL ST NE,Evening Watch,13,AUTO THEFT,710,2404,Old Fourth Ward,M,33.7562,-84.36971
193590432,12/25/2019,12/25/2019,840,12/25/2019,840,302,,1104,765 MCDANIEL ST SW,Day Watch,26,ROBBERY-RESIDENCE,345,1209,Pittsburgh,V,33.73396,-84.40177
193590822,12/25/2019,12/24/2019,1630,12/25/2019,1615,605,,C,437 MEMORIAL DR SE,Evening Watch,21,BURGLARY-NONRES,522,2205,Grant Park,W,33.74669,-84.37309
193591100,12/25/2019,12/22/2019,420,12/22/2019,427,202,,,11 PUTNAM DR NW,Morning Watch,,LARCENY-NON VEHICLE,660,2317,Tuxedo Park,A,33.8594,-84.38752
193590445,12/25/2019,12/25/2019,830,12/25/2019,930,613,,D,1409 N HIGHLAND AVE NE,Evening Watch,21,BURGLARY-NONRES,512,2203,Morningside/Lenox Park,F,33.79267,-84.35195
193590839,12/25/2019,12/14/2019,1,12/25/2019,1628,114,,,921 MERCURY DR NW,Evening Watch,4,BURGLARY-NONRES,512,2203,Carroll Heights,H,33.77933,-84.50853
193590643,12/25/2019,12/24/2019,1900,12/25/2019,1250,610,,,2150 RIDGEDALE RD NE,Day Watch,20,BURGLARY-RESIDENCE,511,2202,Kirkwood,O,33.75345,-84.31724
193590649,12/25/2019,12/25/2019,1300,12/25/2019,1308,110,,,777 N EVELYN PL NW,Evening Watch,20,BURGLARY-RESIDENCE,511,2202,Grove Park,J,33.77627,-84.44568
193590909,12/25/2019,12/25/2019,1605,12/25/2019,1744,403,,,1266 ALMONT DR SW,Evening Watch,20,BURGLARY-RESIDENCE,511,2202,Oakland City,S,33.72568,-84.42923
193591101,12/25/2019,12/24/2019,1716,12/24/2019,1716,201,,,2319 PINE GROVE DR NW,Evening Watch,20,BURGLARY-RESIDENCE,511,2202,,C,33.81879,-84.44745
193590393,12/25/2019,12/25/2019,730,12/25/2019,745,209,,,3748 VERMONT RD NE,Day Watch,20,LARCENY-FROM VEHICLE,650,2304,Brookhaven,B,33.85704,-84.35356
193581876,12/25/2019,12/24/2019,2310,12/24/2019,2315,501,,,1001 NORTHSIDE DR NW,Morning Watch,23,LARCENY-FROM VEHICLE,640,2305,Home Park,E,33.7819,-84.40707
193590043,12/25/2019,12/24/2019,2000,12/25/2019,24,304,,,1043 FERN,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Peoplestown,V,33.72603,-84.38541
193590365,12/25/2019,12/25/2019,645,12/25/2019,650,508,,,133 CARNEGIE WAY NW @CARNEGIE BUILDING,Day Watch,13,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.75809,-84.3881
193590515,12/25/2019,12/24/2019,2330,12/25/2019,1040,602,,,858 ASHLAND AVE NE,Day Watch,13,LARCENY-FROM VEHICLE,640,2305,Inman Park,N,33.75808,-84.35969
193590568,12/25/2019,12/25/2019,1139,12/25/2019,1139,304,,,36 VANIRA AVE SE,Day Watch,20,LARCENY-FROM VEHICLE,640,2305,Peoplestown,V,33.7297,-84.38679
193590865,12/25/2019,12/25/2019,30,12/25/2019,315,503,,,1140 CRESCENT AVE NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.78588,-84.38448
193591094,12/25/2019,12/25/2019,1700,12/25/2019,2015,207,,,1968 PEACHTREE RD NW @PIEDMONT HOSPITAL,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,,E,33.81,-84.39583
193591254,12/25/2019,12/25/2019,2300,12/25/2019,2335,103,,,2429 BOLTON RD NW,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Bolton,D,33.82065,-84.45537
193590778,12/25/2019,12/25/2019,1520,12/25/2019,1525,402,,,1043 SPARKS ST,Evening Watch,26,AGG ASSAULT,410,1314,Oakland City,S,33.72776,-84.4218
193590780,12/25/2019,12/25/2019,1532,12/25/2019,1540,302,,,972 SIMS ST SW,Evening Watch,20,AGG ASSAULT,410,1314,Pittsburgh,V,33.72837,-84.40305
193590923,12/25/2019,12/25/2019,1756,12/25/2019,1850,405,100,1201,2640 MARTIN L KING JR DR SW,Evening Watch,20,AGG ASSAULT,410,1314,Harland Terrace,I,33.75381,-84.47425
193591003,12/25/2019,12/25/2019,1911,12/25/2019,1930,113,,,1212 JAMES JACKSON PKWY NW,Evening Watch,26,AGG ASSAULT,410,1314,Monroe Heights,G,33.78993,-84.47643
193591005,12/25/2019,12/25/2019,1900,12/25/2019,1905,304,,,91 GLENN ST SE,Evening Watch,20,AGG ASSAULT,410,1314,Summerhill,V,33.73743,-84.38475
193591208,12/25/2019,12/25/2019,2200,12/25/2019,2250,412,,,4485 CAMPBELLTON RD SW,Morning Watch,23,AGG ASSAULT,410,1314,,P,33.69635,-84.53496
193600173,12/26/2019,12/26/2019,200,12/26/2019,220,411,,E12,3200 STONE RD SW,Morning Watch,26,AGG ASSAULT,410,1314,Greenbriar,R,33.6697,-84.49403
193600180,12/26/2019,12/26/2019,217,12/26/2019,225,211,,,741 MOROSGO DR NE,Morning Watch,18,AGG ASSAULT,410,1314,Lindbergh/Morosgo,B,33.82266,-84.3643
193601687,12/26/2019,12/26/2019,1843,12/26/2019,1843,102,,,835 MARTIN L KING JR DR NW,Day Watch,8,AGG ASSAULT,410,1314,Vine City,L,33.75504,-84.41457
193602050,12/26/2019,12/26/2019,2220,12/26/2019,2228,310,,,172 POLAR ROCK RD SW,Morning Watch,20,AGG ASSAULT,410,1314,Polar Rock,Z,33.6958,-84.39407
193600068,12/26/2019,12/26/2019,35,12/26/2019,45,114,,,3643 BOLFAIR DR NW,Morning Watch,20,AGG ASSAULT,420,1315K,Carroll Heights,H,33.77819,-84.50658
193600537,12/26/2019,12/26/2019,930,12/26/2019,1000,406,,B19,3164 CUSHMAN CIR SW,Day Watch,26,AGG ASSAULT,430,1315,,I,33.74898,-84.49168
193600090,12/26/2019,12/26/2019,35,12/26/2019,45,207,,,2171 PEACHTREE RD NE,Unknown,18,LARCENY-FROM VEHICLE,640,2305,,E,33.81347,-84.39228
193600197,12/26/2019,12/25/2019,2145,12/26/2019,249,206,,,252 PHARR RD NE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Buckhead Village,B,33.83732,-84.3786
193600212,12/26/2019,12/25/2019,2100,12/26/2019,250,507,,,327 PETERS ST SW,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Castleberry Hill,M,33.74586,-84.40382
193600423,12/26/2019,12/25/2019,1600,12/26/2019,814,612,,,1518 MARBUT AVE SE,Day Watch,20,LARCENY-FROM VEHICLE,640,2305,East Atlanta,W,33.74347,-84.33786
193600472,12/26/2019,12/26/2019,230,12/26/2019,235,206,,,41 KARLAND DR NW,Day Watch,20,LARCENY-FROM VEHICLE,640,2305,South Tuxedo Park,B,33.85011,-84.384
193600767,12/26/2019,12/25/2019,1730,12/26/2019,600,604,,1169,433 HIGHLAND AVE NE,Day Watch,20,LARCENY-FROM VEHICLE,640,2305,Old Fourth Ward,M,33.76128,-84.37323
193600828,12/26/2019,12/21/2019,1200,12/25/2019,1200,202,,,610 CARRIAGE WAY NW,Unknown,13,LARCENY-FROM VEHICLE,640,2305,Mt. Paran/Northside,A,33.86959,-84.40758
193600879,12/26/2019,12/25/2019,800,12/26/2019,1300,304,,B-58,1053 LINAM ST SE,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Peoplestown,V,33.72579,-84.38625
193600899,12/26/2019,12/26/2019,1314,12/26/2019,1314,111,,J-6,213 FAIRBURN RD NW,Evening Watch,26,LARCENY-FROM VEHICLE,640,2305,Adamsville,H,33.76136,-84.50424
193601028,12/26/2019,12/26/2019,1356,12/26/2019,1456,401,,,854 OAK ST SW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,West End,T,33.74057,-84.41685
193601031,12/26/2019,12/25/2019,1813,12/26/2019,1413,210,,508,3460 KINGSBORO RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Buckhead Heights,B,33.8512,-84.35751
193601060,12/26/2019,12/25/2019,2200,12/26/2019,930,603,,,1308 RENAISSANCE WAY NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Old Fourth Ward,M,33.76662,-84.3783
193601193,12/26/2019,12/26/2019,1424,12/26/2019,1530,207,,,2025 PEACHTREE RD NE @DARLINGTON APARTMEN,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,,E,33.80965,-84.39144
193601277,12/26/2019,12/24/2019,1800,12/26/2019,1100,405,,,2492 MARTIN L KING JR DR SW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Harland Terrace,I,33.75174,-84.47488
193601443,12/26/2019,12/26/2019,1530,12/26/2019,1645,501,,,441 16TH ST NW @IKEA,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Atlantic Station,E,33.78874,-84.40468
193601623,12/26/2019,12/26/2019,1535,12/26/2019,1730,501,,,1016 HOWELL MILL RD NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Home Park,E,33.78183,-84.41244
193601629,12/26/2019,12/26/2019,1739,12/26/2019,1820,505,,,842 PEACHTREE ST,Evening Watch,,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.77756,-84.38482
193601750,12/26/2019,12/26/2019,0,12/26/2019,1600,407,,,285 HOWELL TER SW,Evening Watch,20,LARCENY-FROM VEHICLE,640,2305,Adamsville,H,33.75042,-84.50506
193601827,12/26/2019,12/26/2019,1900,12/26/2019,1956,413,,,4472 CAMPBELLTON RD SW ,Evening Watch,24,LARCENY-FROM VEHICLE,640,2305,Elmco Estates,P,33.69597,-84.53322
193601940,12/26/2019,12/26/2019,1930,12/26/2019,2020,212,,,1878 PIEDMONT RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Piedmont Heights,F,33.80798,-84.36635
193601952,12/26/2019,12/26/2019,1915,12/26/2019,2100,601,,,979 VIRGINIA AVE NE,Evening Watch,,LARCENY-FROM VEHICLE,640,2305,Virginia Highland,F,33.78207,-84.35538
193601974,12/26/2019,12/26/2019,1330,12/26/2019,2130,508,,,102 LUCKIE ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.75748,-84.38987
193602015,12/26/2019,12/26/2019,1715,12/26/2019,2200,602,,,1061 WASHITA AVE NE,Evening Watch,13,LARCENY-FROM VEHICLE,640,2305,Inman Park,N,33.76311,-84.35218
193602023,12/26/2019,12/26/2019,2000,12/26/2019,2115,602,,,44 KROG ST NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Inman Park,N,33.75542,-84.36482
193602049,12/26/2019,12/26/2019,2000,12/26/2019,2226,505,,,76 4TH ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.77487,-84.38975
193602066,12/26/2019,12/26/2019,2200,12/26/2019,2300,206,,,2809 PEACHTREE RD NE,Morning Watch,,LARCENY-FROM VEHICLE,640,2305,Garden Hills,B,33.83157,-84.38498
193602097,12/26/2019,12/26/2019,2225,12/26/2019,2235,504,,,431 MARIETTA ST NW,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76495,-84.39684
193602174,12/26/2019,12/26/2019,2016,12/26/2019,2345,206,,,262 PHARR RD NE,Morning Watch,,LARCENY-FROM VEHICLE,640,2305,Buckhead Village,B,33.83732,-84.3786
193600455,12/26/2019,12/25/2019,1207,12/26/2019,842,307,,,1805 JONESBORO RD SE,Day Watch,99,LARCENY-FROM VEHICLE,650,2304,Lakewood Heights,Y,33.70471,-84.37885
193600400,12/26/2019,12/26/2019,600,12/26/2019,630,201,,,2355 PINE GROVE DR NW,Day Watch,20,BURGLARY-RESIDENCE,511,2202,,C,33.81969,-84.44774
193600541,12/26/2019,12/23/2019,1800,12/26/2019,944,107,,,747 EMILY PL NW,Day Watch,20,BURGLARY-RESIDENCE,511,2202,Grove Park,J,33.77545,-84.452
193601417,12/26/2019,12/22/2019,800,12/26/2019,1700,607,,,1183 DANNER ST SE,Evening Watch,20,BURGLARY-RESIDENCE,511,2202,Woodland Hills,W,33.72239,-84.35247
193601483,12/26/2019,12/24/2019,1800,12/24/2019,1900,103,,1109,1820 MARIETTA BLVD NW,Evening Watch,19,BURGLARY-RESIDENCE,511,2202,Hills Park,D,33.80478,-84.4372
193602008,12/26/2019,12/23/2019,1415,12/27/2019,2158,205,,,214 COLONIAL HOMES DR NW,Morning Watch,20,BURGLARY-RESIDENCE,511,2202,Colonial Homes,C,33.81392,-84.39459
193602062,12/26/2019,12/26/2019,1630,12/26/2019,2338,410,,B-2,1990 ALISON CT SW,Morning Watch,26,BURGLARY-RESIDENCE,511,2202,Campbellton Road,R,33.70066,-84.45363
193602080,12/26/2019,12/22/2019,900,12/26/2019,2253,205,,1320,214 COLONIAL HOMES DR NW,Morning Watch,20,BURGLARY-RESIDENCE,511,2202,Colonial Homes,C,33.81392,-84.39459
193600373,12/26/2019,12/26/2019,30,12/26/2019,700,602,,,290 ELIZABETH ST NE,Day Watch,21,BURGLARY-NONRES,512,2203,Inman Park,N,33.76234,-84.35807
193600456,12/26/2019,12/21/2019,2000,12/26/2019,800,506,,,510 CAMERON M ALEXANDER BLVD NW,Morning Watch,6,BURGLARY-NONRES,512,2203,English Avenue,L,33.76785,-84.40401
193602061,12/26/2019,12/26/2019,2242,12/26/2019,2245,504,,,900 NORTHSIDE DR NW,Morning Watch,23,BURGLARY-NONRES,512,2203,Marietta Street Artery,E,33.77927,-84.40788
193600703,12/26/2019,12/18/2019,2100,12/19/2019,1000,601,,7109,609 VIRGINIA AVE NE,Evening Watch,26,LARCENY-NON VEHICLE,660,2317,Kirkwood,O,33.75086,-84.32133
193601180,12/26/2019,12/26/2019,501,12/26/2019,1540,403,,,1380 BLUEFIELD DR SW,Morning Watch,20,LARCENY-NON VEHICLE,660,2317,Oakland City,S,33.72488,-84.43297
193601357,12/26/2019,12/24/2019,800,12/26/2019,1200,208,,3329,25 TERMINUS PL NE,Unknown,18,LARCENY-NON VEHICLE,660,2317,North Buckhead,B,33.84596,-84.37157
193601153,12/26/2019,12/20/2019,400,12/26/2019,1500,201,,227,4431 NORTHSIDE PKWY NW,Evening Watch,26,BURGLARY-NONRES,522,2205,Paces,A,33.86609,-84.45237
193600349,12/26/2019,12/26/2019,554,12/26/2019,557,201,,,2365 PINE GROVE DR NW,Day Watch,20,BURGLARY-RESIDENCE,531,2202A,,C,33.81993,-84.44784
193600724,12/26/2019,12/6/2019,500,12/20/2019,1700,306,,,1734 LISBON DR SW,Day Watch,20,BURGLARY-RESIDENCE,531,2202A,Sylvan Hills,X,33.70744,-84.41191
193600338,12/26/2019,12/25/2019,1600,12/26/2019,600,412,7,7103,1371 KIMBERLY WAY SW,Morning Watch,26,BURGLARY-RESIDENCE,521,2204,Ashley Courts,P,33.71771,-84.52315
193600973,12/26/2019,12/26/2019,1350,12/26/2019,1400,308,,1106,960 CONSTITUTION RD SE,Day Watch,26,ROBBERY-RESIDENCE,345,1209,Norwood Manor,Z,33.69307,-84.35805
193600328,12/26/2019,12/26/2019,530,12/26/2019,600,410,,606,2280 CAMPBELLTON RD SW,Morning Watch,18,ROBBERY-PEDESTRIAN,341,1206,Campbellton Road,R,33.70473,-84.4623
193600102,12/26/2019,12/26/2019,110,12/26/2019,123,205,,,1892 HOWELL MILL RD NW,Morning Watch,23,AUTO THEFT,710,2404,Wildwood (NPU-C),C,33.80673,-84.41316
193600167,12/26/2019,12/25/2019,2100,12/26/2019,200,612,,,374 PATTERSON AVE SE,Evening Watch,13,AUTO THEFT,710,2404A,East Atlanta,W,33.74358,-84.34264
193600432,12/26/2019,12/26/2019,100,12/26/2019,800,103,,,2649 PAUL AVE NW,Day Watch,,AUTO THEFT,710,2404,Riverside,D,33.81833,-84.47019
193601252,12/26/2019,12/26/2019,1508,12/26/2019,1554,209,,,200 W WIEUCA RD NE,Evening Watch,99,AUTO THEFT,710,2404,East Chastain Park,B,33.87729,-84.38018
193601610,12/26/2019,12/25/2019,1200,12/26/2019,1800,405,,,338 HENRY AARON AVE SW,Evening Watch,20,AUTO THEFT,710,2404,Florida Heights,I,33.74642,-84.45702
193601616,12/26/2019,12/26/2019,1731,12/26/2019,1813,208,,,3261 PEACHTREE RD NE,Evening Watch,18,AUTO THEFT,710,2404,Peachtree Park,B,33.84347,-84.36951
193601700,12/26/2019,12/24/2019,1900,12/24/2019,2000,410,,,1999 BENT CREEK WAY SW,Evening Watch,13,AUTO THEFT,710,2404,Campbellton Road,R,33.70166,-84.46412
193601857,12/26/2019,12/26/2019,1235,12/26/2019,2012,504,,,239 IVAN ALLEN JR BLVD NW,Evening Watch,18,AUTO THEFT,710,2404,Downtown,M,33.76498,-84.39507
193602004,12/26/2019,12/26/2019,1718,12/26/2019,1718,501,,,1170 HOWELL MILL RD NW,Evening Watch,18,AUTO THEFT,710,2404,Home Park,E,33.7858,-84.41208
193600285,12/26/2019,12/26/2019,300,12/26/2019,400,104,,,923 LUCILE AVE SW,Morning Watch,13,ROBBERY-PEDESTRIAN,311,1212,Harris Chiles,T,33.74231,-84.41786
193600332,12/26/2019,12/21/2019,920,12/21/2019,1027,401,,,633 EVANS ST SW,Day Watch,21,LARCENY-NON VEHICLE,690,2399,West End,T,33.7376,-84.41593
193600604,12/26/2019,12/24/2019,630,12/24/2019,630,208,,1-A,3210 MATHIESON DR NE,Day Watch,20,LARCENY-NON VEHICLE,690,2399,Buckhead Forest,B,33.8432,-84.3773
193600617,12/26/2019,12/25/2019,1000,12/26/2019,1027,511,,6-C,20 MARIETTA ST NW,Day Watch,20,LARCENY-NON VEHICLE,690,2399,Downtown,M,33.75468,-84.39042
193600982,12/26/2019,12/25/2019,900,12/25/2019,1300,603,,4014,215 NORTH AVE NE,Evening Watch,18,LARCENY-NON VEHICLE,690,2399,Old Fourth Ward,M,33.77117,-84.38025
193601050,12/26/2019,12/26/2019,1443,12/26/2019,1448,107,,,1576 JOSEPH E BOONE BLVD NW,Evening Watch,1,LARCENY-NON VEHICLE,690,2399,West Lake,J,33.76331,-84.43914
193601092,12/26/2019,12/23/2019,1740,12/23/2019,1750,107,,,1660 DONALD LEE HOLLOWELL PKWY NW,Evening Watch,21,LARCENY-NON VEHICLE,690,2399,Grove Park,J,33.77267,-84.44238
193601383,12/26/2019,12/20/2019,800,12/20/2019,1200,206,,1312,3005 PEACHTREE RD NE,Evening Watch,26,LARCENY-NON VEHICLE,690,2399,Garden Hills,B,33.83665,-84.38149
193601540,12/26/2019,12/16/2019,1200,12/16/2019,1209,605,,,780 GRANT TER,Day Watch,2,LARCENY-NON VEHICLE,690,2310,Grant Park,W,33.73327,-84.3797
193600140,12/26/2019,12/26/2019,151,12/26/2019,152,410,,,1980 DELOWE DR SW,Morning Watch,23,LARCENY-NON VEHICLE,630,2303,Campbellton Road,R,33.70106,-84.45698
193600464,12/26/2019,12/26/2019,800,12/26/2019,815,109,,,2615 DONALD LEE HOLLOWELL PKWY,Day Watch,99,LARCENY-NON VEHICLE,630,2303,Center Hill,J,33.7762,-84.47236
193601570,12/26/2019,12/26/2019,1740,12/26/2019,1745,402,,,590 CASCADE AVE SW @KROGER - CASCADE,Evening Watch,12,LARCENY-NON VEHICLE,630,2303,West End,T,33.73812,-84.43276
193602043,12/26/2019,12/26/2019,2200,12/26/2019,2220,303,,,556 NORTHSIDE DR SW,Morning Watch,99,LARCENY-NON VEHICLE,630,2303,Pittsburgh,V,33.74007,-84.40778
193602120,12/26/2019,12/26/2019,2318,12/26/2019,2318,204,,,1801 HOWELL MILL RD NW,Evening Watch,12,LARCENY-NON VEHICLE,630,2303,Berkeley Park,D,33.80388,-84.41278
193600405,12/26/2019,12/25/2019,1400,12/25/2019,1425,406,,,3202 MARTIN L KING JR DR SW,Evening Watch,24,LARCENY-NON VEHICLE,670,2308,,I,33.75176,-84.49182
193600942,12/26/2019,12/26/2019,1130,12/26/2019,1330,505,APT,1523,811 JUNIPER ST NE,Day Watch,26,LARCENY-NON VEHICLE,670,2308,Midtown,E,33.77666,-84.38279
193611177,12/27/2019,12/24/2019,1753,12/24/2019,1753,305,,,68 PARK AVE SE,Evening Watch,20,LARCENY-NON VEHICLE,670,2308,South Atlanta,Y,33.71187,-84.3849
193610162,12/27/2019,12/27/2019,138,12/27/2019,138,405,,,2324 MARTIN L KING JR DR SW,Morning Watch,13,ROBBERY-PEDESTRIAN,321,1205K,Florida Heights,I,33.75153,-84.467
193610320,12/27/2019,12/27/2019,300,12/27/2019,400,610,,,1860 MEMORIAL DR SE,Morning Watch,,LARCENY-NON VEHICLE,630,2303,Kirkwood,O,33.74774,-84.32665
193611173,12/27/2019,12/27/2019,1356,12/27/2019,1356,401,,,806 RALPH D ABERNATHY BLVD SW,Evening Watch,13,LARCENY-NON VEHICLE,630,2303,West End,T,33.73794,-84.41433
193611416,12/27/2019,12/27/2019,1530,12/27/2019,1535,204,,,1801 HOWELL MILL RD NW,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Berkeley Park,D,33.80388,-84.41278
193610605,12/27/2019,12/26/2019,844,12/27/2019,911,304,,,157 ATLANTA AVE SE,Day Watch,20,LARCENY-NON VEHICLE,690,2399,Peoplestown,V,33.73013,-84.38276
193610623,12/27/2019,12/25/2019,1200,12/27/2019,900,109,,,2523 RYNE ST NW,Day Watch,20,LARCENY-NON VEHICLE,690,2399,Center Hill,J,33.76797,-84.46975
193610770,12/27/2019,12/20/2019,1600,12/20/2019,1700,401,,,965 SELLS AVE SW,Evening Watch,26,LARCENY-NON VEHICLE,690,2399,Harris Chiles,T,33.74601,-84.42093
193610785,12/27/2019,12/23/2019,1458,12/23/2019,1505,511,,,105 COURTLAND ST SE,Day Watch,,LARCENY-NON VEHICLE,690,2399,Downtown,M,33.75214,-84.38771
193610823,12/27/2019,11/30/2019,1500,12/27/2019,1109,210,,J2,2572 LENOX RD NE,Evening Watch,26,LARCENY-NON VEHICLE,690,2399,Pine Hills,B,33.82467,-84.35248
193611463,12/27/2019,12/21/2019,800,12/23/2019,2000,606,,,143 WALTHALL ST,Day Watch,20,LARCENY-NON VEHICLE,690,2399,Reynoldstown,N,33.74981,-84.35188
